Claim_ID,Description,Amount,Policy_Type,Customer_Tenure,Is_Fraud
6abd70a3-2681-4960-93b5-cafa637ae009,checkup request for collision. Figure when baby easy woman.,462.87,Accident,11,0
d107ac33-c29e-40e5-8309-465266983df5,routine request for bike stolen. Stuff admit court scene.,278.73,Theft,6,0
d2f0fb44-8b48-4ee3-9016-cfe3ecbdd154,checkup request for window broken. Significant although become American meet it.,260.76,Property,8,0
b2fa3720-4cda-4d81-acb3-5bde0da8eca1,routine request for collision. Stand entire officer service.,662.51,Accident,1,0
b0c7f037-93de-4957-b5fe-c16c51e56de1,minor request for phone taken. Rate baby many.,771.25,Theft,12,0
6c3c1084-3d8f-4fc6-ac1e-95fb33b543bd,critical request for phone taken. Toward nice fly although form research.,485.6,Theft,1,0
23a00f42-3ad6-4566-8015-a555282e2c19,follow-up request for physiotherapy. Although team close test hear much house turn.,700.71,Medical,4,0
e7a578a2-c21d-4961-b732-1333a9d40937,minor request for pipe leak. Walk investment evening author bad say social.,572.33,Property,20,0
23129803-5f58-4a2f-9e24-7f63e38b7232,Items missing from home. Late front focus role order dream.,3709.76,Accident,9,1
17955309-2a87-45e6-a86e-2322422a4e89,checkup request for checkup. Director itself per less without two cup.,572.28,Medical,17,0
d0e21e8b-d37f-4e0b-81bc-994f4a3a42e2,Unknown incident causing pain. Maintain get story level.,8076.07,Theft,14,1
2a87a288-08fb-4ae4-bed0-4df1d4b33758,maintenance request for phone taken. Nothing experience enough job century actually at.,492.83,Theft,4,0
1fcb78a0-f466-4a58-b972-0fd384ca4e39,urgent request for wallet lost. Present statement court spend factor likely south.,812.93,Theft,13,0
2cc82ddb-b8e4-43d0-9cd1-7e6bcab01e03,routine request for window broken. Week many develop energy investment learn.,50.0,Property,6,0
74715c8a-2e21-4db3-b941-3890d69880af,follow-up request for wallet lost. Both thought pretty traditional forget arrive listen.,664.38,Theft,10,0
8cc95a59-68ce-4698-9384-b2f08e36c75b,checkup request for pipe leak. Small movie discuss discover.,517.41,Property,15,0
b9bd40e5-eadc-4e7f-9ec5-a2c0b9d0cffe,checkup request for checkup. Call political maintain during imagine two.,440.2,Medical,10,0
f023ae08-d5dd-4127-a997-1da2d223dfd2,severe request for bike stolen. Of easy common look specific mean.,518.35,Theft,8,0
4bccf8b2-b0ea-484b-932f-fd74491ac001,minor request for pipe leak. Series ground investment responsibility town girl my.,102.49,Property,20,0
fe9118c0-ac15-4883-9ce8-3a99ab2cd5b8,emergency request for scratch. Once interesting tonight.,456.07,Accident,13,0
ac010609-4219-43d0-be27-e19de3ac6a86,minor request for checkup. Visit model letter treat.,571.42,Medical,14,0
4174241f-4521-4930-a1b1-a3a28faa84f7,minor request for collision. Prove detail possible feel end chance keep.,795.58,Accident,4,0
5f268704-9968-4cc7-b604-04b1ec593ec9,maintenance request for wallet lost. See rule stage election wind blood.,396.35,Theft,15,0
fbd743ee-6e19-4639-aedb-2b8e08c92f1d,checkup request for window broken. Amount officer medical area.,338.3,Property,6,0
1a7df466-723d-4dd7-a994-b269390f29c4,routine request for bike stolen. Strong short season single.,399.65,Theft,17,0
5cd43385-deb3-4ad7-bbe1-f412d27c8688,routine request for phone taken. Service action into girl glass.,683.08,Theft,8,0
0ca1b2a1-010a-4c86-9e51-f23a32e256f8,routine request for scratch. Accept political from painting house computer now participant.,565.75,Accident,5,0
4b5d41e8-0cd5-4ec1-aca4-781e2a50dd06,checkup request for window broken. As at knowledge over media available Mr.,394.05,Property,14,0
09568549-92e1-4905-805b-a34c011b5f73,routine request for roof damage. Every audience when speech as necessary five.,602.65,Property,13,0
0ecea356-c04a-4d64-b87e-7aa0d62b5700,Unknown incident causing pain. Our deep yard sing fine.,5194.16,Property,16,1
1220376d-632d-4256-88f9-8cc768e7aaf3,minor request for phone taken. Space seat design writer many billion tax.,693.73,Theft,13,0
91b01ea6-bc1f-4d81-9a82-2fa9301f76c0,maintenance request for collision. Item early step common its keep family animal.,359.59,Accident,16,0
70ec15b1-0e28-4384-bc5a-725cee63c115,minor request for phone taken. Including those sure far think now red.,434.47,Theft,13,0
a14b88be-1aa0-4134-bc25-001adf6448c5,urgent request for slipped. Guess speak somebody break.,421.58,Medical,13,0
6c37d87a-c063-4d4e-83a7-8f881495859d,checkup request for bumper. Seem force let fund hair say.,207.3,Accident,15,0
25166537-e14a-49ce-8e22-3075e43d198a,maintenance request for window broken. Unit contain guy need leader perhaps bill.,559.22,Property,11,0
c28071f2-c9ee-4217-926f-60287c20248c,follow-up request for wallet lost. Provide use protect already them whether.,552.21,Theft,3,0
b17da64e-c2ab-4ead-ad0c-1cb895dca6d7,checkup request for fender bender. Health agreement record build.,501.02,Accident,3,0
e15c6afb-3171-4b99-b2a1-9c3368b4287a,emergency request for scratch. Present approach summer example list certainly manage.,453.08,Accident,1,0
dca2afed-688b-481d-aed5-e44a6a0a4bb6,immediately request for bumper. Most build final class a head.,216.93,Accident,15,0
10a58d92-7e69-4c75-b3f7-a86d52205f94,follow-up request for slipped. Conference become deep happen.,415.87,Medical,6,0
c28b76e1-a858-4df5-baae-a6b62cfeed4e,severe request for pipe leak. Another radio near all century expect add develop.,431.46,Property,13,0
7eff8a68-52c0-47b2-b06d-f1f8c214a695,minor request for checkup. Lead discover responsibility yard wonder them born.,339.54,Medical,10,0
5a3854cd-3931-419f-8d46-0c9fe9fd463f,critical request for physiotherapy. Play me management.,467.74,Medical,12,0
ad51c06e-ba7f-45d8-ae09-224bcb3e9e89,follow-up request for slipped. After pass contain space fine after short.,580.81,Medical,14,0
3b78999c-947e-4f05-af48-e968e74e63fe,follow-up request for roof damage. Candidate set since option question trade.,877.24,Property,5,0
d96cbecd-6a6d-49c3-9d99-b578da2d7264,follow-up request for roof damage. Door war message all.,534.92,Property,15,0
82fb37d0-d435-4187-a36c-d3877ebe892c,maintenance request for collision. Church toward these.,551.51,Accident,3,0
fd81415e-99a2-4e6f-afa5-37f35a64a5a0,Unknown incident causing pain. Discuss worker example know box recognize.,4851.11,Property,11,1
8a4a1434-278a-4810-acbf-23cac99bf6a3,minor request for bumper. Reality condition art law if kind.,116.25,Accident,16,0
c1cd0c4b-099d-45a0-9c7d-a3229f29d9b1,Accidental damage occurred. Score system should.,4946.97,Theft,18,1
148d3818-db5b-409b-8172-148288209c16,checkup request for dental. Notice including method use final.,512.05,Medical,8,0
6ce040cc-d5ff-4fdf-bb72-0c113dd8b9f1,severe request for pipe leak. Data season hand factor ground expect.,992.65,Property,16,0
15abb910-5bc4-4512-9e9d-bcb44654c7bf,minor request for roof damage. Out none its last course.,461.53,Property,8,0
7a4a8a95-0ecb-4dd0-8719-13d9946a1bb0,maintenance request for wallet lost. Around alone think sure effect down.,560.31,Theft,14,0
75d83389-da99-4aec-9ae6-c3f6f4d33b55,follow-up request for bike stolen. Back nearly guy between significant there.,493.06,Theft,10,0
13c1dfa3-0350-44d2-8c0d-fa74612c85f6,urgent request for back pain. Of single should art rich edge.,266.26,Medical,18,0
0b483e2a-4c22-47c2-870b-b1c795252f8c,routine request for wallet lost. So half company this.,728.56,Theft,19,0
f865be21-e059-41c6-b517-b51ea436e1c8,minor request for scratch. Likely probably religious be.,650.39,Accident,10,0
04a5abb3-8767-4bd5-8984-36ee94fc63ef,I lost my items during a trip. Couple Mrs fine fund.,6582.06,Accident,9,1
0a35e867-cca0-44b4-8bea-72671ce6bf44,emergency request for phone taken. Order individual professional such majority they without.,318.12,Theft,5,0
24f377a0-5db7-49eb-807b-e5810fc28915,emergency request for phone taken. Democrat station those of raise father.,780.56,Theft,16,0
fa10efe5-ce01-4045-abef-95799bceceb1,routine request for bike stolen. Try tree return game fast technology hope.,219.63,Theft,16,0
f385cf85-13ee-404c-81f2-e1356ec1b645,routine request for checkup. Home second forward win write understand check.,617.37,Medical,5,0
4b3e4f73-f8eb-4030-9c42-7c3315a0c8da,minor request for collision. Indeed money mean million.,938.09,Accident,4,0
8b7ce363-fc9e-4263-a552-f2da6e121711,minor request for collision. Movement information response by short water stop.,301.89,Accident,17,0
aa5c4c98-9f00-4573-afe7-f56693851eba,routine request for pipe leak. Rather until without morning too.,386.74,Property,10,0
321e8ab1-2625-4c08-81ae-51b817422a91,severe request for fender bender. Cut door exist make.,519.93,Accident,7,0
b4eff017-da65-4e64-b4ae-a16b42db42b8,Items missing from home. Simply possible final country.,3993.05,Medical,6,1
8f77afeb-30bf-48e2-adde-ea24ccf976b5,Unknown incident causing pain. Process against goal fire up.,1898.67,Property,10,1
492e1246-4f53-4513-8da3-7a5fb0dd702e,Accidental damage occurred. Visit land center single western discuss government.,5137.13,Theft,15,1
505e822c-1c2d-4ae9-9fa6-8099455b561a,minor request for bike stolen. There herself technology key.,287.54,Theft,19,0
16f36321-3390-403d-9e63-db92e757b071,severe request for scratch. Treatment check top item amount girl.,594.72,Accident,5,0
19788137-a8ce-43a1-858b-34d4757cd20b,maintenance request for wallet lost. Security PM Congress hair accept.,316.12,Theft,20,0
c7aa8c9e-a1ab-4f8a-8fc3-6081048d8360,minor request for dental. Third low kitchen message thank wall government.,809.99,Medical,15,0
2dfad4cf-b96f-410a-8f42-6c4baa044f3e,I lost my items during a trip. Citizen a newspaper discuss cost change radio near.,3433.49,Property,15,1
408c9833-6c6a-42b4-a964-8d6872b64a5b,immediately request for pipe leak. Research move I buy third magazine.,435.59,Property,11,0
619fccec-b41e-4d54-9429-9bd4b2dea399,maintenance request for back pain. Listen year human radio take movie.,662.7,Medical,9,0
d8d7494d-150f-4972-ad81-cadb5195f21a,maintenance request for phone taken. Coach serious value read natural natural.,253.83,Theft,6,0
b07e9763-5ac2-4d2f-870f-afe66d141799,routine request for physiotherapy. Space claim piece no somebody just.,545.49,Medical,16,0
3ca2b1a0-95bb-417e-81b0-afbb124e543c,maintenance request for collision. Central fire success today others.,761.43,Accident,11,0
35e175e3-4e97-4611-b5bf-6a1690a8241a,Unknown incident causing pain. Own learn evidence.,1785.03,Medical,15,1
b793db64-cf91-4733-b852-a602150c5cda,routine request for phone taken. Fish heart company.,536.93,Theft,4,0
38da8ae7-7939-4b1a-85e6-44af9ac82feb,Vehicle damage due to road conditions. Even network which society treatment.,5519.77,Property,14,1
9f7b2671-bd54-4ad9-aab2-057411563a59,routine request for wallet lost. Party night see account face.,656.36,Theft,20,0
787ca06b-5f87-44a9-a03f-89be32cf5cdd,maintenance request for bumper. Realize start time along leader.,252.61,Accident,9,0
dcf00665-a496-4020-a3ec-b0a6601e9d80,checkup request for checkup. Late four thing open.,235.91,Medical,1,0
8b49b33f-82ff-40ed-bd04-362abdccd48b,Items missing from home. Professional resource manage college.,6043.88,Theft,18,1
35a0c749-ee22-4e0d-8572-61063e262d8e,routine request for slipped. Identify most across risk general special town.,559.4,Medical,8,0
91efc04d-090e-427d-bc93-c282f725e45d,follow-up request for bumper. Cause relationship full treatment price inside hair.,550.1,Accident,16,0
d1fc4c77-1580-45f9-a940-4f1c0d7c70e3,checkup request for pipe leak. Discuss beautiful save relationship wide PM.,569.29,Property,16,0
66c89645-c9ea-47ce-bbe0-338120aac375,checkup request for roof damage. Of outside foot option mouth concern write.,364.0,Property,7,0
1eed9a1e-2d4b-4e2d-acea-2262a117e515,minor request for dental. Population with notice identify.,546.45,Medical,9,0
c69ea9b1-b4e3-4f82-9cbf-d464530d5b34,minor request for phone taken. Set all number decade kid owner view.,558.61,Theft,1,0
f1ee0d0b-bb70-4b61-9d93-d69df924481a,minor request for window broken. Method his consumer now article summer peace.,357.13,Property,5,0
3e299724-b9bc-481b-9d80-8be54e06b0ba,checkup request for pipe leak. Year up this former.,873.15,Property,15,0
c72d66ce-f5ee-4874-a6cc-6d99806400e2,urgent request for window broken. List read ten gun least pay.,594.77,Property,8,0
9ec969ad-9bdd-497c-b581-abdb951fbfab,maintenance request for roof damage. Mean behind free information.,261.74,Property,13,0
49820b85-8853-47f4-b97a-621644d68cab,routine request for checkup. Sport strategy prove family mother.,631.31,Medical,5,0
74e4fade-0cd4-4fd0-afce-77bcde3740ff,severe request for window broken. Argue environmental figure me push speech PM.,305.06,Property,4,0
65ad1662-a3ad-4f77-834d-909f9f4e179e,Unknown incident causing pain. Cover peace each customer.,6574.17,Property,5,1
bae26a4d-df46-42b1-8928-791be20fc2e9,critical request for wallet lost. North Mr onto student.,731.72,Theft,20,0
7d9685f2-69a5-4a50-8cb3-132370d9ad97,routine request for window broken. Believe second life special.,335.86,Property,11,0
34b24fac-43d7-42b7-9adf-9d1c13cd8499,routine request for physiotherapy. Tree leg visit long.,692.68,Medical,8,0
a9e80a43-359d-4ff0-9e80-1be254803750,maintenance request for roof damage. Country customer country former seek work time yourself.,582.56,Property,4,0
d58dcf24-aa9f-43e2-b8d7-24c5f2de76dd,routine request for fender bender. Study issue degree.,664.41,Accident,10,0
14c17404-73b4-4107-8ab0-8f49497fa43f,maintenance request for bike stolen. Minute southern garden.,879.36,Theft,12,0
fdd2696e-14c9-45b5-a43f-7ba4e97f8d46,checkup request for collision. Standard set authority according south note measure probably.,450.92,Accident,6,0
1ebeca2c-be8b-47c7-bcac-646e4dbadf0c,maintenance request for window broken. Society Congress present toward.,349.25,Property,19,0
3e040dfd-845f-45b7-bc6d-22dea80cf9d7,minor request for phone taken. Either including the notice.,322.1,Theft,1,0
9e7d2940-79cb-4fbe-ae23-a0e22574bfab,follow-up request for bumper. Choice theory practice me discussion peace.,336.84,Accident,3,0
d0f997bc-2758-42c6-931d-d14caeb8a89c,urgent request for window broken. Spend room full exactly.,484.58,Property,9,0
f86e5a16-8d5c-4e76-8fa1-3f386c8a8d33,follow-up request for roof damage. Ever try with look want population man movement.,568.23,Property,4,0
320dcc04-98f6-44af-a4d9-61ecee519038,routine request for wallet lost. Bill gun structure relationship.,555.34,Theft,1,0
a07b67a5-1fc5-43f4-844e-662b6f059819,checkup request for physiotherapy. Sport gun third anyone long bag allow.,665.44,Medical,20,0
9ec27fb0-2bc5-4b8b-9242-ac7fc4095cd2,checkup request for wallet lost. Explain our attack possible.,502.6,Theft,8,0
be986cbe-ce8d-40f1-9551-ef77fcd60326,critical request for dental. Likely hospital figure technology.,790.71,Medical,2,0
cca00d98-774a-41b9-a416-0a95ac579375,checkup request for bumper. Age improve tonight himself house time.,447.07,Accident,3,0
ef98b4fe-08eb-4141-a6fb-e9e67997b302,follow-up request for bumper. North give great white.,1044.03,Accident,5,0
11c2da56-7b86-4874-8dff-7b2e93be4496,follow-up request for collision. Truth open common.,625.13,Accident,9,0
43fd3448-3285-4984-8bde-af6cdf27e22d,severe request for bike stolen. Impact boy grow stage message wrong food.,328.57,Theft,4,0
e5311c8c-d573-4758-8980-7226ab0f56b4,immediately request for window broken. Bed mind evening according right raise.,285.82,Property,18,0
b603ae5f-2178-46ec-8e8c-99e5f1d47e81,follow-up request for physiotherapy. Space near writer.,596.49,Medical,15,0
2473b8a2-1327-4139-8e03-08ce867dbca0,minor request for checkup. Reason training type stand reason do action.,455.31,Medical,8,0
b66c617e-3480-4548-afb0-041e085dd01f,maintenance request for bike stolen. Keep process field cost.,642.8,Theft,20,0
beb83a09-5987-48f6-87c6-71f10843b206,follow-up request for bike stolen. Today modern detail decade statement son.,594.65,Theft,14,0
68ff2f21-423c-4b6f-9088-a87e76826cda,Vehicle damage due to road conditions. Final collection civil house.,4854.34,Property,4,1
96e1e3c2-8f79-41e0-a41c-0aa2c9e5a82f,checkup request for collision. Lot if very increase tax performance sport.,330.64,Accident,13,0
94929fc6-53f5-4fdc-bd07-2d9368d9f4cd,follow-up request for roof damage. Three heavy public yard kitchen describe half.,197.03,Property,4,0
fbca9992-a405-4cfc-9499-1fe14cbfd21b,follow-up request for dental. Best spend nearly sometimes.,410.7,Medical,12,0
fa14e78d-4f41-451e-8e51-cdba13b9d0f3,critical request for physiotherapy. Page as quality far result work continue.,671.28,Medical,12,0
6198228c-18f6-493b-8233-5d96f4661c6e,severe request for collision. Cultural apply family sea poor situation draw.,542.82,Accident,4,0
94d119a8-9913-4427-8a4a-ac87f0d64967,minor request for back pain. Any common company box government risk.,250.85,Medical,2,0
5d60a985-020f-4740-9441-f2a66c2c58d6,checkup request for scratch. Without magazine institution bar top crime goal most.,534.64,Accident,3,0
c6688adb-dd08-4b82-b190-e28c5bac2012,severe request for wallet lost. Stay item our per always phone.,577.06,Theft,5,0
4b13e14f-b305-4c75-940c-22fd1d885046,emergency request for scratch. Long fill debate ground.,323.23,Accident,18,0
0746827a-c163-45b0-9ec3-d4218f284438,routine request for scratch. Nothing window reflect church mean represent level.,530.75,Accident,1,0
7904cf18-e430-4c20-a7e3-f311fc2564de,Items missing from home. Town old Democrat wear agency while sea.,5116.42,Accident,9,1
8949dd28-296f-46b8-9786-58445d6ef89b,routine request for physiotherapy. Machine affect soon west relationship record.,271.41,Medical,3,0
ecf0741a-04b7-4556-b8e0-dd83c65d0d83,immediately request for roof damage. Surface group feel federal garden child season.,571.56,Property,17,0
f0adb654-6360-44d6-8dab-b8e227e29aa6,urgent request for bike stolen. Sell country make none.,612.16,Theft,15,0
98e6c442-38a8-4943-954f-a00dab4d0db7,maintenance request for window broken. Area keep deep often after.,716.61,Property,14,0
40b53c2e-5037-4846-bed3-ff125c2b1b43,critical request for back pain. Star own fight and bank magazine.,710.76,Medical,3,0
336910ca-140d-43cf-b82e-4366c6ce8302,minor request for wallet lost. Administration plan fight final.,224.47,Theft,13,0
31521093-b355-4647-9a8e-1af8873a5a67,minor request for pipe leak. Behavior professor evidence property knowledge.,312.43,Property,4,0
95b8dfc2-cc90-4f88-bfd6-f04d9cf2bcfc,maintenance request for scratch. Turn citizen evidence base.,603.01,Accident,14,0
a805325e-fbc3-4df3-b8eb-103bcc650492,follow-up request for window broken. Event clearly sign general forward over age along.,602.76,Property,14,0
29d5e265-bf5d-4a26-bc59-7dc377ccd012,emergency request for phone taken. Hope understand meeting color.,603.01,Theft,5,0
fcf4e719-bceb-4aa4-b30c-741793849a38,Unknown incident causing pain. Wind participant finish into help ask matter.,12705.46,Medical,14,1
641f0c6e-2ef7-4347-a1af-43d3cb910bc4,Vehicle damage due to road conditions. How life process on turn recently.,6141.78,Accident,18,1
9ebd4c14-cd95-4a05-a58c-cda19f5cffa8,maintenance request for wallet lost. Might high yeah forward dark trial three everything.,727.11,Theft,4,0
3a751daa-311b-4091-a2fe-6207ae132e22,immediately request for physiotherapy. Because war push no this.,690.8,Medical,10,0
1cab9021-fa6d-44ac-8c42-9b8423e78ba3,follow-up request for scratch. Court thousand believe rate their.,630.28,Accident,5,0
2a79fbc9-0787-4aeb-a9ac-7880477662a8,maintenance request for wallet lost. Including phone employee knowledge history new.,436.95,Theft,4,0
71084d5a-d8ba-4810-912a-766f6919c9a2,critical request for physiotherapy. Statement pressure stock sure.,651.79,Medical,20,0
f6c6e78c-e517-41cd-b08a-cf9f8d8f70ff,minor request for bike stolen. For evidence position.,345.43,Theft,11,0
ac5f9fe0-aaf4-45cf-a5a0-402aa38e6400,routine request for roof damage. What language down policy push whether employee.,452.64,Property,3,0
8acb1af9-1346-4db9-8cbc-40d07f8b8d11,critical request for bumper. Race staff anything become help city.,402.93,Accident,13,0
37d4415d-08dc-4264-8cb0-4feaf261a0d8,immediately request for bike stolen. Across two arrive power central remember consumer.,516.37,Theft,19,0
11aa9722-0f89-4064-af6a-d3cefb1de919,maintenance request for dental. Cup behavior create other value director rock operation.,962.93,Medical,3,0
0f7b80b7-41dc-49cb-ba77-4a833b91df0b,urgent request for roof damage. Key second voice save itself small size.,126.55,Property,9,0
29b7c9f4-edf5-4ba3-9f24-8fd712d35652,follow-up request for checkup. Difficult according need statement pass image nothing share.,637.25,Medical,10,0
f0a56dfd-5723-41b4-8d31-3fdca9b3971d,severe request for checkup. Her discussion fire improve.,177.46,Medical,8,0
bd0ddded-d9dd-4704-92d5-57afeea6c951,routine request for phone taken. Information way morning near cause build a.,405.61,Theft,7,0
ff7e1034-a3c7-45d5-bc98-94e2366c4ca3,immediately request for back pain. Hold near figure add.,717.79,Medical,16,0
1c198b9c-59eb-4055-9b62-2f203477ea06,emergency request for bumper. Mouth southern practice sort fact center action better.,512.86,Accident,17,0
a4ff18dd-123a-459c-8f5b-4ac941760f9e,minor request for pipe leak. Serve practice win possible check improve.,284.45,Property,1,0
ccedce16-e1fd-4a68-ae9b-143826f36610,routine request for roof damage. Old bar inside.,356.94,Property,19,0
